s,x_right,y_right,x_left,y_left,psi_center,kappa_center,v_ref
248.0,248.0,-0.45533527116762285,248.0,3.2446647288323773,-0.00433679343854375,-8.602573617223251e-05,33.0
249.0,249.0,-0.45971510653981884,249.0,3.2402848934601813,-0.004422686196358055,-8.575548230807406e-05,33.0
250.0,250.0,-0.46418070123306987,250.0,3.2358192987669305,-0.00450830608056394,-8.547993768133802e-05,33.0
251.0,251.0,-0.4687317797884609,251.0,3.2312682202115393,-0.004593647809100109,-8.519911934017593e-05,33.0
252.0,252.0,-0.47336806147402855,252.0,3.226631938525972,-0.004678706117097853,-8.491304465902919e-05,33.0
253.0,253.0,-0.4780892603020799,253.0,3.22191073969792,-0.004763475757206373,-8.462173133682189e-05,33.0
254.0,254.0,-0.4828950850468323,254.0,3.217104914953168,-0.004847951499916079,-8.432519739570497e-05,33.0
255.0,255.0,-0.4877852392623785,255.0,3.2122147607376217,-0.004932128133881421,-8.40234611806899e-05,33.0
256.0,256.0,-0.49275942130097095,256.0,3.2072405786990292,-0.005016000466243476,-8.37165413582841e-05,33.0
257.0,257.0,-0.4978173243316317,257.0,3.2021826756683685,-0.005099563322950074,-8.340445691457162e-05,33.0
258.0,258.0,-0.5029586363590768,258.0,3.197041363640923,-0.0051828115490745695,-8.308722715473224e-05,33.0
259.0,259.0,-0.5081830402429626,259.0,3.1918169597570376,-0.005265740009135025,-8.276487170178708e-05,33.0
260.0,260.0,-0.5134902137174484,260.0,3.186509786282552,-0.005348343587410497,-8.243741049506781e-05,33.0
261.0,261.0,-0.5188798294110752,261.0,3.181120170588925,-0.0054306171882571854,-8.21048637892372e-05,33.0
262.0,262.0,-0.52435155486696,262.0,3.1756484451330405,-0.0055125557364227775,-8.17672521524773e-05,33.0
263.0,263.0,-0.5299050525633024,263.0,3.1700949474366977,-0.005594154177358999,-8.142459646579072e-05,33.0
264.0,264.0,-0.5355399799342049,264.0,3.1644600200657953,-0.005675407477534583,-8.107691792196594e-05,33.0
265.0,265.0,-0.5412559893908044,265.0,3.1587440106091957,-0.005756310624745778,-8.072423802304388e-05,33.0
266.0,266.0,-0.5470527283427133,266.0,3.152947271657287,-0.0058368586284242695,-8.036657857967356e-05,33.0
267.0,267.0,-0.5529298392197675,267.0,3.147070160780233,-0.005917046519946421,-8.000396171024397e-05,33.0
268.0,268.0,-0.5588869594940846,268.0,3.1411130405059158,-0.005996869352939487,-7.963640983846332e-05,33.0
269.0,269.0,-0.5649237217024257,269.0,3.1350762782975745,-0.006076322203586035,-7.926394569265575e-05,33.0
270.0,270.0,-0.5710397534688616,270.0,3.128960246531139,-0.006155400170928773,-7.888659230439652e-05,33.0
271.0,271.0,-0.5772346775277444,271.0,3.122765322472256,-0.006234098377172266,-7.850437300608874e-05,33.0
272.0,272.0,-0.5835081117469776,272.0,3.1164918882530226,-0.006312411967982942,-7.811731143048424e-05,33.0
273.0,273.0,-0.5898596691515874,273.0,3.110140330848413,-0.0063903361127898685,-7.772543150931853e-05,33.0
274.0,274.0,-0.596288957947595,274.0,3.1037110420524052,-0.006467866005082058,-7.732875747099844e-05,33.0
275.0,275.0,-0.6027955815461823,275.0,3.097204418453818,-0.00654499686270464,-7.692731383956813e-05,33.0
276.0,276.0,-0.6093791385881573,276.0,3.0906208614118427,-0.00662172392815412,-7.6521125432788e-05,33.0
277.0,277.0,-0.6160392229687104,277.0,3.08396077703129,-0.0066980424688707334,-7.611021736099051e-05,33.0
278.0,278.0,-0.6227754238624648,278.0,3.077224576137535,-0.00677394777753144,-7.569461502565811e-05,33.0
279.0,279.0,-0.6295873257488194,279.0,3.070412674251181,-0.006849435172339457,-7.527434411716884e-05,33.0
280.0,280.0,-0.6364745084375787,280.0,3.0635254915624213,-0.006924499997312764,-7.484943061342765e-05,33.0
281.0,281.0,-0.6434365470948733,281.0,3.056563452905127,-0.006999137622570925,-7.441990077883881e-05,33.0
282.0,282.0,-0.6504730122693638,282.0,3.049526987730636,-0.0070733434446215585,-7.398578116188292e-05,33.0
283.0,283.0,-0.6575834699187351,283.0,3.0424165300812653,-0.007147112886642335,-7.354709859313891e-05,33.0
284.0,284.0,-0.6647674814364646,284.0,3.035232518563536,-0.007220441398763515,-7.31038801852543e-05,33.0
285.0,285.0,-0.6720246036788826,285.0,3.027975396321118,-0.007293324458349908,-7.265615332985931e-05,33.0
286.0,286.0,-0.6793543889925053,286.0,3.020645611007495,-0.007365757570277261,-7.220394569548043e-05,33.0
287.0,287.0,-0.6867563852416483,287.0,3.013243614758352,-0.007437736267210065,-7.174728522706235e-05,33.0
288.0,288.0,-0.6942301358363161,288.0,3.005769864163684,-0.007509256109877009,-7.128620014360859e-05,33.0
289.0,289.0,-0.7017751797603677,289.0,2.998224820239632,-0.007580312687344089,-7.082071893648341e-05,33.0
290.0,290.0,-0.7093910515999533,290.0,2.990608948400047,-0.007650901617286686,-7.03508703674914e-05,33.0
291.0,291.0,-0.7170772815722244,291.0,2.982922718427776,-0.0077210185462588555,-6.98766834669095e-05,33.0
292.0,292.0,-0.7248333955543105,292.0,2.9751666044456897,-0.007790659149961489,-6.939818753245341e-05,33.0
293.0,293.0,-0.7326589151125666,293.0,2.9673410848874333,-0.007859819133509556,-6.891541212658553e-05,33.0
294.0,294.0,-0.7405533575320855,294.0,2.9594466424679147,-0.007928494231694904,-6.84283870749288e-05,33.0
295.0,295.0,-0.7485162358464716,295.0,2.9514837641535285,-0.007996680209250344,-6.793714246485595e-05,33.0
296.0,296.0,-0.7565470588678829,296.0,2.9434529411321173,-0.008064372861109646,-6.744170864301514e-05,33.0
297.0,297.0,-0.7646453312173258,297.0,2.9353546687826744,-0.008131568012666701,-6.694211621368963e-05,33.0
298.0,298.0,-0.7728105533552168,298.0,2.9271894466447836,-0.008198261520032253,-6.643839603644567e-05,33.0
299.0,299.0,-0.781042221612192,299.0,2.9189577783878082,-0.00826444927028837,-6.593057922516071e-05,33.0
300.0,300.0,-0.7893398282201787,300.0,2.9106601717798215,-0.00833012718174325,-6.54186971454935e-05,33.0
301.0,301.0,-0.7977028613437165,301.0,2.9022971386562837,-0.008395291204180658,-6.490278141242257e-05,33.0
302.0,302.0,-0.8061308051115286,302.0,2.8938691948884716,-0.008459937319109817,-6.438286388944432e-05,33.0
303.0,303.0,-0.8146231396483441,303.0,2.885376860351656,-0.008524061540013263,-6.385897668587702e-05,33.0
304.0,304.0,-0.8231793411069668,304.0,2.8768206588930334,-0.008587659912591358,-6.333115215412587e-05,33.0
305.0,305.0,-0.8317988817005877,305.0,2.8682011182994125,-0.008650728515004688,-6.279942288910024e-05,33.0
306.0,306.0,-0.8404812297353401,306.0,2.85951877026466,-0.008713263458117435,-6.226382172619221e-05,33.0
307.0,307.0,-0.8492258496431007,307.0,2.8507741503568997,-0.008775260885735738,-6.172438173753784e-05,33.0
308.0,308.0,-0.8580322020145223,308.0,2.841967797985478,-0.008836716974843605,-6.118113623129982e-05,33.0
309.0,309.0,-0.8668997436323091,309.0,2.833100256367691,-0.008897627935839853,-6.0634118749623927e-05,33.0
310.0,310.0,-0.8758279275047246,310.0,2.8241720724952755,-0.00895799001276995,-6.0083363065839654e-05,33.0
311.0,311.0,-0.8848162028993316,311.0,2.8151837971006684,-0.009017799483557368,-5.9528903183026046e-05,33.0
312.0,312.0,-0.8938640153769655,312.0,2.806135984623035,-0.009077052660232562,-5.897077333164025e-05,33.0
313.0,313.0,-0.9029708068259333,313.0,2.7970291931740667,-0.009135745889159603,-5.8409007967325885e-05,33.0
314.0,314.0,-0.9121360154964422,314.0,2.787863984503558,-0.009193875551260782,-5.784364176854113e-05,33.0
315.0,315.0,-0.9213590760352492,315.0,2.778640923964751,-0.00925143806223851,-5.72747096349626e-05,33.0
316.0,316.0,-0.9306394195205355,316.0,2.7693605804794648,-0.00930842987279674,-5.670224668521454e-05,33.0
317.0,317.0,-0.9399764734970009,317.0,2.7600235265029993,-0.009364847468858331,-5.6126288254391017e-05,33.0
318.0,318.0,-0.949369662011174,318.0,2.7506303379888264,-0.009420687371781538,-5.5546869891902814e-05,33.0
319.0,319.0,-0.9588184056469424,319.0,2.7411815943530575,-0.009475946138573069,-5.496402735912759e-05,33.0
320.0,320.0,-0.9683221215612904,320.0,2.7316778784387097,-0.00953062036209988,-5.437779662793288e-05,33.0
321.0,321.0,-0.9778802235202542,321.0,2.722119776479746,-0.009584706671299298,-5.378821387763471e-05,33.0
322.0,322.0,-0.9874921219350823,322.0,2.712507878064918,-0.009638201731384735,-5.319531549304489e-05,33.0
323.0,323.0,-0.9971572238986041,323.0,2.702842776101396,-0.009691102244051912,-5.2599138062520417e-05,33.0
324.0,324.0,-1.006874933221804,324.0,2.693125066778196,-0.009743404947680683,-5.199971837509015e-05,33.0
325.0,325.0,-1.0166446504705964,325.0,2.683355349529404,-0.009795106617535512,-5.1397093418783196e-05,33.0
326.0,326.0,-1.0264657730028022,326.0,2.673534226997198,-0.009846204065963964,-5.079130037754188e-05,33.0
327.0,327.0,-1.036337695005322,327.0,2.663662304994678,-0.009896694142591016,-5.018237662996262e-05,33.0
328.0,328.0,-1.0462598075315048,328.0,2.6537401924684954,-0.009946573734515029,-4.957035974651648e-05,33.0
329.0,329.0,-1.0562314985387142,329.0,2.643768501461286,-0.009995839766496505,-4.8955287486739805e-05,33.0
330.0,330.0,-1.0662521529260762,330.0,2.633747847073924,-0.010044489201148445,-4.833719779792369e-05,33.0
331.0,331.0,-1.0763211525724288,331.0,2.6236788474275716,-0.010092519039122493,-4.7716128810808186e-05,33.0
332.0,332.0,-1.0864378763744436,332.0,2.613562123625557,-0.010139926319290676,-4.709211884019342e-05,33.0
333.0,333.0,-1.096601700284941,333.0,2.6033982997150593,-0.010186708118932776,-4.646520638091008e-05,33.0
334.0,334.0,-1.106811997351389,334.0,2.593188002648611,-0.010232861553910016,-4.5835430104178744e-05,33.0
335.0,335.0,-1.1170681377545673,335.0,2.5829318622454327,-0.010278383778845147,-4.520282885761474e-05,33.0
336.0,336.0,-1.1273694888474273,336.0,2.572630511152573,-0.010323271987296144,-4.456744166142495e-05,33.0
337.0,337.0,-1.1377154151941076,337.0,2.5622845848058926,-0.01036752341192869,-4.3929307706464406e-05,33.0
338.0,338.0,-1.1481052786091401,338.0,2.55189472139086,-0.010411135324685985,-4.3288466351574975e-05,33.0
339.0,339.0,-1.158538438196806,339.0,2.541461561803194,-0.010454105036955897,-4.264495712153157e-05,33.0
340.0,340.0,-1.1690142503906797,340.0,2.5309857496093207,-0.01049642989973667,-4.1998819704189576e-05,33.0
341.0,341.0,-1.1795320689933178,341.0,2.5204679310066824,-0.010538107303798372,-4.135009394829642e-05,33.0
342.0,342.0,-1.1900912452161272,342.0,2.509908754783873,-0.01057913467984421,-4.069881986024838e-05,33.0
343.0,343.0,-1.2006911277193795,343.0,2.4993088722806207,-0.010619509498665494,-4.0045037603571306e-05,33.0
344.0,344.0,-1.2113310626523908,344.0,2.4886689373476094,-0.010659229271301916,-3.938878749509177e-05,33.0
345.0,345.0,-1.222010393693858,345.0,2.477989606306142,-0.010698291549188844,-3.873011000128726e-05,33.0
346.0,346.0,-1.2327284620923364,346.0,2.4672715379076635,-0.010736693924310297,-3.80690457382368e-05,33.0
347.0,347.0,-1.2434846067068825,347.0,2.4565153932931176,-0.010774434029346136,-3.740563546771664e-05,33.0
348.0,348.0,-1.2542781640478284,348.0,2.4457218359521717,-0.010811509537817225,-3.6739920094820085e-05,33.0
349.0,349.0,-1.2651084683177176,349.0,2.4348915316822826,-0.010847918164227855,-3.607194066561488e-05,33.0
350.0,350.0,-1.2759748514523648,350.0,2.4240251485476354,-0.01088365766420621,-3.5401738364848574e-05,33.0
351.0,351.0,-1.2868766431620753,351.0,2.413123356837925,-0.010918725834642198,-3.472935451251528e-05,33.0
352.0,352.0,-1.297813170972983,352.0,2.402186829027017,-0.010953120513821038,-3.40548305628227e-05,33.0
353.0,353.0,-1.308783760268537,353.0,2.391216239731463,-0.010986839581559018,-3.337820810022941e-05,33.0
354.0,354.0,-1.3197877343311144,354.0,2.3802122656688858,-0.01101988095932915,-3.2699528837323074e-05,33.0
355.0,355.0,-1.3308244143837602,355.0,2.36917558561624,-0.01105224261039267,-3.201883461305081e-05,33.0
356.0,356.0,-1.3418931196320631,356.0,2.358106880367937,-0.011083922539921149,-3.133616738877473e-05,33.0
357.0,357.0,-1.352993167306143,357.0,2.3470068326938573,-0.011114918795120086,-3.0651569246709315e-05,33.0
358.0,358.0,-1.364123872702776,358.0,2.335876127297224,-0.011145229465347887,-2.9965082387066704e-05,33.0
359.0,359.0,-1.37528454922762,359.0,2.32471545077238,-0.011174852682233739,-2.9276749125615966e-05,33.0
360.0,360.0,-1.3864745084375787,360.0,2.3135254915624213,-0.011203786619791692,-2.8586611890166296e-05,33.0
361.0,361.0,-1.3976930600832562,361.0,2.302306939916744,-0.011232029494531488,-2.789471321979277e-05,33.0
362.0,362.0,-1.4089395121515438,362.0,2.291060487848456,-0.011259579565571078,-2.7201095760391996e-05,33.0
363.0,363.0,-1.420213170908303,363.0,2.279786829091697,-0.011286435134738555,-2.6505802262992476e-05,33.0
364.0,364.0,-1.4315133409411558,364.0,2.268486659058844,-0.011312594546681272,-2.58088755815275e-05,33.0
365.0,365.0,-1.4428393252023888,365.0,2.2571606747976114,-0.01133805618896331,-2.511035866871315e-05,33.0
366.0,366.0,-1.4541904250519402,366.0,2.24580957494806,-0.011362818492166336,-2.4410294575067062e-05,33.0
367.0,367.0,-1.4655659403005052,367.0,2.234434059699495,-0.011386879929985091,-2.3708726445241327e-05,33.0
368.0,368.0,-1.4769651692527173,368.0,2.223034830747283,-0.011410239019320905,-2.3005697516051205e-05,33.0
369.0,369.0,-1.4883874087504418,369.0,2.2116125912495583,-0.011432894320373217,-2.2301251112874298e-05,33.0
370.0,370.0,-1.4998319542161418,370.0,2.2001680457838586,-0.011454844436725875,-2.159543064829028e-05,33.0
371.0,371.0,-1.5112980996963443,371.0,2.188701900303656,-0.011476088015435924,-2.0888279618803068e-05,33.0
372.0,372.0,-1.522785137905186,372.0,2.1772148620948144,-0.011496623747113329,-2.0179841601533805e-05,33.0
373.0,373.0,-1.5342923602680412,373.0,2.165707639731959,-0.011516450366003128,-1.947016025214553e-05,33.0
374.0,374.0,-1.5458190569652315,374.0,2.1541809430347687,-0.011535566650060992,-1.8759279302826135e-05,33.0
375.0,375.0,-1.5573645169758072,375.0,2.142635483024193,-0.011553971421031322,-1.80472425589532e-05,33.0
376.0,376.0,-1.5689280281214133,376.0,2.131071971878587,-0.011571663544516123,-1.7334093895676594e-05,33.0
377.0,377.0,-1.5805088771102107,377.0,2.1194911228897895,-0.011588641930046243,-1.6619877256810863e-05,33.0
378.0,378.0,-1.5921063495808858,378.0,2.1078936504191144,-0.011604905531148017,-1.5904636650430283e-05,33.0
379.0,379.0,-1.6037197301467057,379.0,2.0962802698532945,-0.011620453345405674,-1.5188416148020875e-05,33.0
380.0,380.0,-1.6153483024396535,380.0,2.0846516975603464,-0.011635284414526263,-1.4471259880863234e-05,33.0
381.0,381.0,-1.6269913491546153,381.0,2.073008650845385,-0.011649397824394813,-1.3753212036429417e-05,33.0
382.0,382.0,-1.6386481520936258,382.0,2.0613518479063746,-0.011662792705132024,-1.3034316857328055e-05,33.0
383.0,383.0,-1.6503179922101712,383.0,2.049682007789829,-0.011675468231147299,-1.231461863781944e-05,33.0
384.0,384.0,-1.6620001496535433,384.0,2.037999850346457,-0.011687423621189446,-1.1594161720483347e-05,33.0
385.0,385.0,-1.6736939038132437,385.0,2.0263060961867563,-0.011698658138393025,-1.0872990495073451e-05,33.0
386.0,386.0,-1.6853985333634316,386.0,2.0146014666365684,-0.011709171090326735,-1.015114939502321e-05,33.0
387.0,387.0,-1.697113316307425,387.0,2.002886683692575,-0.01171896182903275,-9.42868289317125e-06,33.0
388.0,388.0,-1.7088375300222285,388.0,1.9911624699777717,-0.01172802975106654,-8.705635501997694e-06,33.0
389.0,389.0,-1.7205704513031148,389.0,1.9794295486968854,-0.011736374297536652,-7.982051769224867e-06,33.0
390.0,390.0,-1.7323113564082324,390.0,1.9676886435917678,-0.011743994954135714,-7.2579762745316715e-06,33.0
391.0,391.0,-1.74405952110325,391.0,1.9559404788967503,-0.011750891251173621,-6.533453628181322e-06,33.0
392.0,392.0,-1.7558142207060297,392.0,1.9441857792939705,-0.011757062763605771,-5.8085284675442115e-06,33.0
393.0,393.0,-1.7675747301313312,393.0,1.932425269868669,-0.011762509111059277,-5.083245454613026e-06,33.0
394.0,394.0,-1.7793403239355357,394.0,1.9206596760644645,-0.011767229957856206,-4.357649273323643e-06,33.0
395.0,395.0,-1.7911102763613966,395.0,1.9088897236386035,-0.011771225013034415,-3.631784626223013e-06,33.0
396.0,396.0,-1.8028838613828078,396.0,1.8971161386171924,-0.011774494030364098,-2.9056962323894533e-06,33.0
397.0,397.0,-1.8146603527495848,397.0,1.8853396472504154,-0.011777036808364442,-2.1794288253798774e-06,33.0
398.0,398.0,-1.826439024032269,398.0,1.8735609759677312,-0.011778853190316046,-1.4530271488726372e-06,33.0
399.0,399.0,-1.838219148666933,399.0,1.8617808513330671,-0.011779943064268838,-7.265359545384803e-07,33.0
400.0,400.0,-1.8499999999999999,400.0,1.8500000000000003,-0.01178030636305021,-8.673015543537974e-19,33.0
401.0,401.0,-1.861780851333067,401.0,1.8382191486669333,-0.01177994306426884,7.265359545384803e-07,33.0
402.0,402.0,-1.8735609759677307,402.0,1.8264390240322694,-0.011778853190316046,1.4530271488761064e-06,33.0
403.0,403.0,-1.885339647250415,403.0,1.8146603527495853,-0.011777036808364437,2.1794288255481338e-06,33.0
404.0,404.0,-1.897116138617192,404.0,1.8028838613828082,-0.011774494030363762,2.9056962323833822e-06,33.0
405.0,405.0,-1.9088897236386024,405.0,1.7911102763613977,-0.011771225013034422,3.6317846258882345e-06,33.0
406.0,406.0,-1.920659676064464,406.0,1.779340323935536,-0.01176722995785654,4.357649273330582e-06,33.0
407.0,407.0,-1.9324252698686688,407.0,1.7675747301313314,-0.01176250911105927,5.083245454783017e-06,33.0
408.0,408.0,-1.94418577929397,408.0,1.75581422070603,-0.011757062763605764,5.808528467540742e-06,33.0
409.0,409.0,-1.95594047889675,409.0,1.7440595211032501,-0.011750891251173621,6.5334536281709144e-06,33.0
410.0,410.0,-1.9676886435917673,410.0,1.7323113564082329,-0.011743994954135728,7.25797627453514e-06,33.0
411.0,411.0,-1.979429548696885,411.0,1.7205704513031153,-0.011736374297536645,7.982051769231806e-06,33.0
412.0,412.0,-1.9911624699777712,412.0,1.708837530022229,-0.01172802975106654,8.705635502160746e-06,33.0
413.0,413.0,-2.0028866836925747,413.0,1.6971133163074255,-0.011718961829032417,9.428682893011665e-06,33.0
414.0,414.0,-2.0146014666365675,414.0,1.6853985333634327,-0.011709171090327054,1.0151149394676288e-05,33.0
415.0,415.0,-2.0263060961867567,415.0,1.6736939038132435,-0.011698658138393386,1.0872990495385681e-05,33.0
416.0,416.0,-2.0379998503464565,416.0,1.6620001496535437,-0.01168742362118914,1.1594161720663746e-05,33.0
417.0,417.0,-2.0496820077898286,417.0,1.6503179922101716,-0.011675468231147299,1.2314618637659857e-05,33.0
418.0,418.0,-2.061351847906374,418.0,1.638648152093626,-0.011662792705132038,1.3034316857328055e-05,33.0
419.0,419.0,-2.0730086508453844,419.0,1.6269913491546157,-0.011649397824394813,1.3753212036443293e-05,33.0
420.0,420.0,-2.0846516975603464,420.0,1.615348302439654,-0.01163528441452625,1.4471259880863234e-05,33.0
421.0,421.0,-2.096280269853294,421.0,1.6037197301467059,-0.011620453345405674,1.518841614818046e-05,33.0
422.0,422.0,-2.107893650419114,422.0,1.592106349580886,-0.011604905531147684,1.590463665026376e-05,33.0
423.0,423.0,-2.1194911228897886,423.0,1.5805088771102116,-0.011588641930046576,1.6619877256630465e-05,33.0
424.0,424.0,-2.1310719718785873,424.0,1.5689280281214129,-0.01157166354451615,1.7334093895843114e-05,33.0
425.0,425.0,-2.142635483024192,425.0,1.5573645169758081,-0.011553971421031322,1.8047242558814433e-05,33.0
426.0,426.0,-2.1541809430347687,426.0,1.5458190569652313,-0.011535566650061297,1.875927930297878e-05,33.0
427.0,427.0,-2.165707639731959,427.0,1.5342923602680416,-0.011516450366002823,1.9470160252298175e-05,33.0
428.0,428.0,-2.177214862094814,428.0,1.5227851379051862,-0.011496623747113329,2.0179841601395037e-05,33.0
429.0,429.0,-2.1887019003036556,429.0,1.5112980996963445,-0.011476088015435896,2.0888279618803068e-05,33.0
430.0,430.0,-2.200168045783858,430.0,1.499831954216142,-0.011454844436725875,2.1595430648429046e-05,33.0
431.0,431.0,-2.211612591249558,431.0,1.4883874087504423,-0.011432894320372911,2.2301251112707775e-05,33.0
432.0,432.0,-2.223034830747282,432.0,1.4769651692527181,-0.011410239019321238,2.3005697515912434e-05,33.0
433.0,433.0,-2.2344340596994954,433.0,1.4655659403005048,-0.011386879929985064,2.370872644540785e-05,33.0
434.0,434.0,-2.245809574948059,434.0,1.454190425051941,-0.011362818492166336,2.4410294575025432e-05,33.0
435.0,435.0,-2.2571606747976114,435.0,1.4428393252023886,-0.011338056188963365,2.511035866871315e-05,33.0
436.0,436.0,-2.2684866590588433,436.0,1.4315133409411567,-0.011312594546681272,2.5808875581416488e-05,33.0
437.0,437.0,-2.2797868290916976,437.0,1.4202131709083026,-0.011286435134738832,2.6505802263159e-05,33.0
438.0,438.0,-2.291060487848456,438.0,1.4089395121515442,-0.011259579565570745,2.7201095760530767e-05,33.0
439.0,439.0,-2.3023069399167437,439.0,1.3976930600832564,-0.011232029494531488,2.789471321979277e-05,33.0
440.0,440.0,-2.3135254915624213,440.0,1.3864745084375791,-0.01120378661979136,2.8586611889999773e-05,33.0
441.0,441.0,-2.324715450772379,441.0,1.3752845492276211,-0.011174852682234072,2.927674912543557e-05,33.0
442.0,442.0,-2.3358761272972246,442.0,1.3641238727027756,-0.011145229465347914,2.996508238726098e-05,33.0
443.0,443.0,-2.3470068326938565,443.0,1.352993167306144,-0.01111491879512003,3.0651569246709315e-05,33.0
444.0,444.0,-2.3581068803679375,444.0,1.3418931196320627,-0.011083922539921177,3.133616738874698e-05,33.0
445.0,445.0,-2.3691755856162393,445.0,1.330824414383761,-0.01105224261039267,3.2018834613064685e-05,33.0
446.0,446.0,-2.3802122656688858,446.0,1.3197877343311144,-0.01101988095932915,3.269952883743409e-05,33.0
447.0,447.0,-2.3912162397314622,447.0,1.308783760268538,-0.010986839581558796,3.337820810006289e-05,33.0
448.0,448.0,-2.402186829027017,448.0,1.297813170972983,-0.010953120513821371,3.40548305628782e-05,33.0
449.0,449.0,-2.4131233568379247,449.0,1.2868766431620755,-0.010918725834641865,3.472935451257079e-05,33.0
450.0,450.0,-2.4240251485476345,450.0,1.2759748514523657,-0.010883657664206433,3.54017383647098e-05,33.0
451.0,451.0,-2.434891531682283,451.0,1.2651084683177172,-0.0108479181642278,3.6071940665725896e-05,33.0
452.0,452.0,-2.445721835952171,452.0,1.2542781640478293,-0.010811509537817225,3.6739920094764574e-05,33.0
453.0,453.0,-2.4565153932931176,453.0,1.2434846067068823,-0.010774434029346192,3.7405635467688885e-05,33.0
454.0,454.0,-2.4672715379076626,454.0,1.2327284620923373,-0.010736693924310352,3.806904573826455e-05,33.0
455.0,455.0,-2.477989606306142,455.0,1.2220103936938578,-0.010698291549188844,3.873011000131501e-05,33.0
456.0,456.0,-2.4886689373476085,456.0,1.2113310626523917,-0.010659229271301916,3.938878749509177e-05,33.0
457.0,457.0,-2.499308872280621,457.0,1.200691127719379,-0.010619509498665494,4.004503760384885e-05,33.0
458.0,458.0,-2.509908754783872,458.0,1.190091245216128,-0.010579134679843654,4.0698819859970836e-05,33.0
459.0,459.0,-2.5204679310066815,459.0,1.1795320689933186,-0.010538107303798927,4.1350093948018875e-05,33.0
460.0,460.0,-2.5309857496093207,460.0,1.1690142503906795,-0.01049642989973667,4.1998819704411614e-05,33.0
461.0,461.0,-2.5414615618031933,461.0,1.158538438196807,-0.010454105036956008,4.264495712158707e-05,33.0
462.0,462.0,-2.5518947213908607,462.0,1.1481052786091397,-0.010411135324685874,4.328846635165824e-05,33.0
463.0,463.0,-2.5622845848058917,463.0,1.1377154151941087,-0.010367523411928635,4.3929307706408895e-05,33.0
464.0,464.0,-2.572630511152573,464.0,1.127369488847427,-0.010323271987296144,4.4567441661397195e-05,33.0
465.0,465.0,-2.582931862245432,465.0,1.1170681377545684,-0.010278383778845147,4.520282885758698e-05,33.0
466.0,466.0,-2.5931880026486116,466.0,1.1068119973513888,-0.010232861553910072,4.583543010420649e-05,33.0
467.0,467.0,-2.6033982997150584,467.0,1.096601700284942,-0.01018670811893272,4.6465206380937835e-05,33.0
468.0,468.0,-2.613562123625557,468.0,1.0864378763744433,-0.010139926319290676,4.7092118840443206e-05,33.0
469.0,469.0,-2.6236788474275707,469.0,1.0763211525724297,-0.010092519039121938,4.771612881050289e-05,33.0
470.0,470.0,-2.633747847073923,470.0,1.0662521529260771,-0.010044489201149056,4.83371977976184e-05,33.0
471.0,471.0,-2.6437685014612864,471.0,1.0562314985387138,-0.00999583976649656,4.895528748710061e-05,33.0
472.0,472.0,-2.6537401924684945,472.0,1.0462598075315057,-0.009946573734514918,4.957035974657199e-05,33.0
473.0,473.0,-2.6636623049946784,473.0,1.0363376950053218,-0.009896694142590961,5.018237663001812e-05,33.0
474.0,474.0,-2.673534226997197,474.0,1.026465773002803,-0.009846204065963742,5.0791300377486375e-05,33.0
475.0,475.0,-2.6833553495294034,475.0,1.0166446504705968,-0.009795106617535567,5.139709341861667e-05,33.0
476.0,476.0,-2.693125066778195,476.0,1.006874933221805,-0.009743404947680794,5.199971837509015e-05,33.0
477.0,477.0,-2.702842776101396,477.0,0.9971572238986042,-0.009691102244051968,5.2599138062603676e-05,33.0
478.0,478.0,-2.712507878064917,478.0,0.987492121935083,-0.00963820173138468,5.31953154931004e-05,33.0
479.0,479.0,-2.7221197764797456,479.0,0.9778802235202544,-0.009584706671299242,5.378821387760696e-05,33.0
480.0,480.0,-2.731677878438709,480.0,0.9683221215612912,-0.00953062036209988,5.437779662768309e-05,33.0
481.0,481.0,-2.7411815943530575,481.0,0.9588184056469427,-0.009475946138573513,5.496402735909983e-05,33.0
482.0,482.0,-2.7506303379888264,482.0,0.9493696620111739,-0.009420687371781594,5.554686989212485e-05,33.0
483.0,483.0,-2.7600235265029993,483.0,0.939976473497001,-0.009364847468858331,5.612628825450203e-05,33.0
484.0,484.0,-2.7693605804794648,484.0,0.9306394195205354,-0.009308429872796573,5.670224668527005e-05,33.0
485.0,485.0,-2.7786409239647503,485.0,0.9213590760352497,-0.0092514380622384,5.72747096349626e-05,33.0
486.0,486.0,-2.787863984503558,486.0,0.9121360154964423,-0.009193875551260616,5.7843641768513374e-05,33.0
487.0,487.0,-2.7970291931740663,487.0,0.9029708068259341,-0.009135745889159547,5.8409007967242625e-05,33.0
488.0,488.0,-2.8061359846230345,488.0,0.8938640153769657,-0.009077052660232562,5.8970773331584736e-05,33.0
489.0,489.0,-2.815183797100668,489.0,0.8848162028993324,-0.009017799483557423,5.952890318277625e-05,33.0
490.0,490.0,-2.8241720724952755,490.0,0.8758279275047247,-0.00895799001277045,6.0083363065895166e-05,33.0
491.0,491.0,-2.8331002563676915,491.0,0.8668997436323089,-0.008897627935839798,6.063411874987371e-05,33.0
492.0,492.0,-2.8419677979854776,492.0,0.8580322020145226,-0.008836716974843605,6.118113623132758e-05,33.0
493.0,493.0,-2.8507741503568997,493.0,0.8492258496431004,-0.008775260885735627,6.172438173753784e-05,33.0
494.0,494.0,-2.8595187702646596,494.0,0.8404812297353406,-0.008713263458117435,6.226382172619221e-05,33.0
